ID,EID,Original_Sentence,Modal_Verb,Marked_Sentence_English,Marked_Sentence_Japanese,Source_Modal,Tested_Modal,Transformation_Strategy,Transformation_Category,Palmer_Annotations,Quirk_Annotations,Palmer_Expected,Quirk_Expected,Grammaticality_Expected,Completed,Annotation_Notes
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_may,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,may,I *may* not wait for the leaves to change color and the temperature to change.,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_might,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,might,I *might* not wait for the leaves to change color and the temperature to change.,"",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_must,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,must,I *must* not wait for the leaves to change color and the temperature to change.,"",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_shall,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,shall,I *shall* not wait for the leaves to change color and the temperature to change.,"",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_should,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,should,I *should* not wait for the leaves to change color and the temperature to change.,"",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_will,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,will,I *will* not wait for the leaves to change color and the temperature to change.,"",can,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_would,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,would,I *would* not wait for the leaves to change color and the temperature to change.,"",can,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.
cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306_alt_ought_to,cde12a83d5fc3de06f0c4d23548930219f569c8a5c8a7ea7348ad36096f7d306,I can not wait for the leaves to change color and the temperature to change.,ought to,I *ought to* not wait for the leaves to change color and the temperature to change.,"",can,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_orig,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,can,I *can* not wait to go to the clubs!,"",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_could,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,could,I *could* not wait to go to the clubs!,"",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_may,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,may,I *may* not wait to go to the clubs!,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_might,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,might,I *might* not wait to go to the clubs!,"",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_must,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,must,I *must* not wait to go to the clubs!,"",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_shall,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,shall,I *shall* not wait to go to the clubs!,"",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_should,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,should,I *should* not wait to go to the clubs!,"",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_will,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,will,I *will* not wait to go to the clubs!,"",can,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_would,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,would,I *would* not wait to go to the clubs!,"",can,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.
d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e_alt_ought_to,d03a2b4646b593dd83830c068cae48622a8ab97c531e94938b554f2bceaa017e,I can not wait to go to the clubs!,ought to,I *ought to* not wait to go to the clubs!,"",can,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_orig,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,will,We do not have a fence but I know my dog *will* stay in the yard,"",will,will,original,original,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",epistemic,prediction,yes,1,Original sentence from dataset. Modal: 'will'. Verified and complete.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_can,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,can,We do not have a fence but I know my dog *can* stay in the yard,"",will,can,prediction_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'can'. Strategy: prediction_to_ability_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_could,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,could,We do not have a fence but I know my dog *could* stay in the yard,"",will,could,prediction_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'could'. Strategy: prediction_to_ability_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_may,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,may,We do not have a fence but I know my dog *may* stay in the yard,"",will,may,prediction_to_permission_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'may'. Strategy: prediction_to_permission_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_might,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,might,We do not have a fence but I know my dog *might* stay in the yard,"",will,might,prediction_to_possibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,partial,0,Modal substitution: 'will' → 'might'. Strategy: prediction_to_possibility. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_must,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,must,We do not have a fence but I know my dog *must* stay in the yard,"",will,must,prediction_to_necessity_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'must'. Strategy: prediction_to_necessity_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_shall,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,shall,We do not have a fence but I know my dog *shall* stay in the yard,"",will,shall,prediction_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'shall'. Strategy: prediction_to_obligation_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_should,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,should,We do not have a fence but I know my dog *should* stay in the yard,"",will,should,prediction_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'should'. Strategy: prediction_to_advice_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_would,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,would,We do not have a fence but I know my dog *would* stay in the yard,"",will,would,prediction_to_conditional_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'would'. Strategy: prediction_to_conditional_substitution. Please verify grammaticality and classify modal categories.
4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664_alt_ought_to,4ae2da2f0f3003d52d3c85359081f59a71061445574d5d65ade4b22f6bec8664,We do not have a fence but I know my dog will stay in the yard,ought to,We do not have a fence but I know my dog *ought to* stay in the yard,"",will,ought to,prediction_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'ought to'. Strategy: prediction_to_advice_substitution. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_orig,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,can,I *can* not believe my daughter loves her new school so much. She does not like anything.,"",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_could,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,could,I *could* not believe my daughter loves her new school so much. She does not like anything.,"",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_may,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,may,I *may* not believe my daughter loves her new school so much. She does not like anything.,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_might,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,might,I *might* not believe my daughter loves her new school so much. She does not like anything.,"",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_must,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,must,I *must* not believe my daughter loves her new school so much. She does not like anything.,"",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_shall,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,shall,I *shall* not believe my daughter loves her new school so much. She does not like anything.,"",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_should,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,should,I *should* not believe my daughter loves her new school so much. She does not like anything.,"",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_will,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,will,I *will* not believe my daughter loves her new school so much. She does not like anything.,"",can,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_would,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,would,I *would* not believe my daughter loves her new school so much. She does not like anything.,"",can,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.
1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e_alt_ought_to,1bc9866c4a7401b544eb713a599c158f11471e0cb74847be5f8f0ba9ec6d2a7e,I can not believe my daughter loves her new school so much. She does not like anything.,ought to,I *ought to* not believe my daughter loves her new school so much. She does not like anything.,"",can,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_orig,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,might,Those are the kind you better keep a watch on. You never know what he *might* do.,"",might,might,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",dynamic,possibility,yes,1,Original sentence from dataset. Modal: 'might'. Verified and complete.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_can,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,can,Those are the kind you better keep a watch on. You never know what he *can* do.,"",might,can,possibility_to_impossibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'can'. Strategy: possibility_to_impossibility. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_could,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,could,Those are the kind you better keep a watch on. You never know what he *could* do.,"",might,could,possibility_to_ability_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'could'. Strategy: possibility_to_ability_substitution. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_may,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,may,Those are the kind you better keep a watch on. You never know what he *may* do.,"",might,may,possibility_to_permission_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'may'. Strategy: possibility_to_permission_substitution. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_must,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,must,Those are the kind you better keep a watch on. You never know what he *must* do.,"",might,must,possibility_to_necessity,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'must'. Strategy: possibility_to_necessity. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_shall,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,shall,Those are the kind you better keep a watch on. You never know what he *shall* do.,"",might,shall,possibility_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'shall'. Strategy: possibility_to_obligation_substitution. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_should,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,should,Those are the kind you better keep a watch on. You never know what he *should* do.,"",might,should,possibility_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'should'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_will,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,will,Those are the kind you better keep a watch on. You never know what he *will* do.,"",might,will,possibility_to_prediction,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'will'. Strategy: possibility_to_prediction. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_would,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,would,Those are the kind you better keep a watch on. You never know what he *would* do.,"",might,would,possibility_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'would'. Strategy: possibility_to_conditional_substitution. Please verify grammaticality and classify modal categories.
c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0_alt_ought_to,c81fcc9e55ff0f092906622bd3a481b1a6af9b2c409bb620a08cc28ad849dcd0,Those are the kind you better keep a watch on. You never know what he might do.,ought to,Those are the kind you better keep a watch on. You never know what he *ought to* do.,"",might,ought to,possibility_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'ought to'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.
e05c0151aef33d8e1cb5eb59e180943b74053c79dd4ed498476ab5aa91a36eeb_orig,e05c0151aef33d8e1cb5eb59e180943b74053c79dd4ed498476ab5aa91a36eeb,I can understand that viewpoint. It is a very complicated issue though!,can,I *can* understand that viewpoint. It is a very complicated issue though!,"",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.
e05c0151aef33d8e1cb5eb59e180943b74053c79dd4ed498476ab5aa91a36eeb_alt_could,e05c0151aef33d8e1cb5eb59e180943b74053c79dd4ed498476ab5aa91a36eeb,I can understand that viewpoint. It is a very complicated issue though!,could,I *could* understand that viewpoint. It is a very complicated issue though!,"",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.
e05c0151aef33d8e1cb5eb59e180943b74053c79dd4ed498476ab5aa91a36eeb_alt_may,e05c0151aef33d8e1cb5eb59e180943b74053c79dd4ed498476ab5aa91a36eeb,I can understand that viewpoint. It is a very complicated issue though!,may,I *may* understand that viewpoint. It is a very complicated issue though!,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.
